fecha,departamento,iso,admlcd,poblacion,p7,p7_cada100k
29/06/2020,Rivera,UY-RV,URUUYRV,108569,0,0
29/06/2020,Rocha,UY-RO,URUUYRO,74079,0,0
29/06/2020,Salto,UY-SA,URUUYSA,132788,0,0
29/06/2020,San José,UY-SJ,URUUYSJ,116479,0,0
29/06/2020,Soriano,UY-SO,URUUYSO,89930,0,0
29/06/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
29/06/2020,Treinta y Tres,UY-TT,URUUYTT,50504,5.86,11.6
30/06/2020,Artigas,UY-AR,URUUYAR,74570,0,0
30/06/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
30/06/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
30/06/2020,Colonia,UY-CO,URUUYCO,130444,0,0
30/06/2020,Durazno,UY-DU,URUUYDU,58990,0,0
30/06/2020,Flores,UY-FS,URUUYFS,26500,0,0
30/06/2020,Florida,UY-FD,URUUYFD,69318,0,0
30/06/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
30/06/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
30/06/2020,Montevideo,UY-MO,URUUYMO,1381946,0.86,0.06
30/06/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
30/06/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
30/06/2020,Rivera,UY-RV,URUUYRV,108569,0,0
30/06/2020,Rocha,UY-RO,URUUYRO,74079,0,0
30/06/2020,Salto,UY-SA,URUUYSA,132788,0,0
30/06/2020,San José,UY-SJ,URUUYSJ,116479,0,0
30/06/2020,Soriano,UY-SO,URUUYSO,89930,0,0
30/06/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
30/06/2020,Treinta y Tres,UY-TT,URUUYTT,50504,6,11.88
01/07/2020,Artigas,UY-AR,URUUYAR,74570,0,0
01/07/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
01/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
01/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
01/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
01/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
01/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
01/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
01/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
01/07/2020,Montevideo,UY-MO,URUUYMO,1381946,1,0.07
01/07/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
01/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
01/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
01/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
01/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
01/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
01/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
01/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
01/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,4.14,8.2
02/07/2020,Artigas,UY-AR,URUUYAR,74570,0,0
02/07/2020,Canelones,UY-CA,URUUYCA,588959,0.14,0.02
02/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
02/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
02/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
02/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
02/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
02/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
02/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
02/07/2020,Montevideo,UY-MO,URUUYMO,1381946,1,0.07
02/07/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
02/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
02/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
02/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
02/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
02/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
02/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
02/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
02/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,4.14,8.2
03/07/2020,Artigas,UY-AR,URUUYAR,74570,0,0
03/07/2020,Canelones,UY-CA,URUUYCA,588959,0,0
03/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
03/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
03/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
03/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
03/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
03/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
03/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
03/07/2020,Montevideo,UY-MO,URUUYMO,1381946,0.71,0.05
03/07/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
03/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
03/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
03/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
03/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
03/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
03/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
03/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
03/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,3.57,7.07
04/07/2020,Artigas,UY-AR,URUUYAR,74570,0,0
04/07/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
04/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
04/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
04/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
04/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
04/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
04/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
04/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
04/07/2020,Montevideo,UY-MO,URUUYMO,1381946,0.71,0.05
04/07/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
04/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
04/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
04/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
04/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
04/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
04/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
04/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
04/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,3,5.94
05/07/2020,Artigas,UY-AR,URUUYAR,74570,0,0
05/07/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
05/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
05/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
05/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
05/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
05/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
05/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
05/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
05/07/2020,Montevideo,UY-MO,URUUYMO,1381946,0.57,0.04
05/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
05/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
05/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
05/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
05/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
05/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
05/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
05/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
05/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,2.57,5.09
06/07/2020,Artigas,UY-AR,URUUYAR,74570,0,0
06/07/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
06/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
06/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
06/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
06/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
06/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
06/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
06/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
06/07/2020,Montevideo,UY-MO,URUUYMO,1381946,0.57,0.04
06/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
06/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
06/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
06/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
06/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
06/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
06/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
06/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
06/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,2.86,5.66
07/07/2020,Artigas,UY-AR,URUUYAR,74570,0,0
07/07/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
07/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
07/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
07/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
07/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
07/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
07/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
07/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
07/07/2020,Montevideo,UY-MO,URUUYMO,1381946,0.57,0.04
07/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
07/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
07/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
07/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
07/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
07/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
07/07/2020,Soriano,UY-SO,URUUYSO,89930,0.14,0.16
07/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
07/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,2.57,5.09
08/07/2020,Artigas,UY-AR,URUUYAR,74570,0.14,0.19
08/07/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
08/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.14,0.16
08/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
08/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
08/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
08/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
08/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
08/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
08/07/2020,Montevideo,UY-MO,URUUYMO,1381946,1.14,0.08
08/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
08/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
08/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
08/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
08/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
08/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
08/07/2020,Soriano,UY-SO,URUUYSO,89930,0.14,0.16
08/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
08/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,2.14,4.24
09/07/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
09/07/2020,Canelones,UY-CA,URUUYCA,588959,0.43,0.07
09/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.14,0.16
09/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
09/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
09/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
09/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
09/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
09/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
09/07/2020,Montevideo,UY-MO,URUUYMO,1381946,1,0.07
09/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
09/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
09/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
09/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
09/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
09/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
09/07/2020,Soriano,UY-SO,URUUYSO,89930,0.14,0.16
09/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
09/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,1.71,3.39
10/07/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
10/07/2020,Canelones,UY-CA,URUUYCA,588959,0.43,0.07
10/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.71,0.8
10/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
10/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
10/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
10/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
10/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
10/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
10/07/2020,Montevideo,UY-MO,URUUYMO,1381946,1.14,0.08
10/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
10/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
10/07/2020,Rivera,UY-RV,URUUYRV,108569,0.14,0.13
10/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
10/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
10/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
10/07/2020,Soriano,UY-SO,URUUYSO,89930,0.14,0.16
10/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.43,0.46
10/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,1.14,2.26
11/07/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
11/07/2020,Canelones,UY-CA,URUUYCA,588959,0.14,0.02
11/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.71,0.8
11/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
11/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
11/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
11/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
11/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
11/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
11/07/2020,Montevideo,UY-MO,URUUYMO,1381946,1.29,0.09
11/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
11/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
11/07/2020,Rivera,UY-RV,URUUYRV,108569,0.14,0.13
11/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
11/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
11/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
11/07/2020,Soriano,UY-SO,URUUYSO,89930,0.14,0.16
11/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.43,0.46
11/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,1,1.98
12/07/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
12/07/2020,Canelones,UY-CA,URUUYCA,588959,0.14,0.02
12/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.71,0.8
12/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
12/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
12/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
12/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
12/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
12/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
12/07/2020,Montevideo,UY-MO,URUUYMO,1381946,1.43,0.1
12/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
12/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
12/07/2020,Rivera,UY-RV,URUUYRV,108569,0.14,0.13
12/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
12/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
12/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
12/07/2020,Soriano,UY-SO,URUUYSO,89930,0.14,0.16
12/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.43,0.46
12/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.86,1.7
13/07/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
13/07/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
13/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.71,0.8
13/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
13/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
13/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
13/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
13/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
13/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
13/07/2020,Montevideo,UY-MO,URUUYMO,1381946,1.43,0.1
13/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
13/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
13/07/2020,Rivera,UY-RV,URUUYRV,108569,0.14,0.13
13/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
13/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
13/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
13/07/2020,Soriano,UY-SO,URUUYSO,89930,0.14,0.16
13/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.43,0.46
13/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.29,0.57
14/07/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
14/07/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
14/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.71,0.8
14/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
14/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
14/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
14/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
14/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
14/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
14/07/2020,Montevideo,UY-MO,URUUYMO,1381946,2.43,0.18
14/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
14/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
14/07/2020,Rivera,UY-RV,URUUYRV,108569,0.14,0.13
14/07/2020,Rocha,UY-RO,URUUYRO,74079,0,0
14/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
14/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
14/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
14/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.14,0.15
14/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.14,0.28
15/07/2020,Artigas,UY-AR,URUUYAR,74570,0.29,0.38
15/07/2020,Canelones,UY-CA,URUUYCA,588959,0.57,0.1
15/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.71,0.8
15/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
15/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
15/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
15/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
15/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
15/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
15/07/2020,Montevideo,UY-MO,URUUYMO,1381946,3,0.22
15/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
15/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
15/07/2020,Rivera,UY-RV,URUUYRV,108569,0.14,0.13
15/07/2020,Rocha,UY-RO,URUUYRO,74079,0.14,0.19
15/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
15/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
15/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
15/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.14,0.15
15/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
16/07/2020,Artigas,UY-AR,URUUYAR,74570,0,0
16/07/2020,Canelones,UY-CA,URUUYCA,588959,0.43,0.07
16/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,1,1.12
16/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
16/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
16/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
16/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
16/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
16/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
16/07/2020,Montevideo,UY-MO,URUUYMO,1381946,5.14,0.37
16/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
16/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
16/07/2020,Rivera,UY-RV,URUUYRV,108569,0.14,0.13
16/07/2020,Rocha,UY-RO,URUUYRO,74079,0.14,0.19
16/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
16/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
16/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
16/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.14,0.15
16/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
17/07/2020,Artigas,UY-AR,URUUYAR,74570,0.14,0.19
17/07/2020,Canelones,UY-CA,URUUYCA,588959,0.43,0.07
17/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.43,0.48
17/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
17/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
17/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
17/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
17/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
17/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
17/07/2020,Montevideo,UY-MO,URUUYMO,1381946,6,0.43
17/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
17/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
17/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
17/07/2020,Rocha,UY-RO,URUUYRO,74079,0.14,0.19
17/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
17/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
17/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
17/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
17/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.29,0.57
18/07/2020,Artigas,UY-AR,URUUYAR,74570,0.14,0.19
18/07/2020,Canelones,UY-CA,URUUYCA,588959,0.71,0.12
18/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.57,0.64
18/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
18/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
18/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
18/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
18/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
18/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
18/07/2020,Montevideo,UY-MO,URUUYMO,1381946,6.43,0.47
18/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
18/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
18/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
18/07/2020,Rocha,UY-RO,URUUYRO,74079,0.14,0.19
18/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
18/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
18/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
18/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
18/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.29,0.57
19/07/2020,Artigas,UY-AR,URUUYAR,74570,0.14,0.19
19/07/2020,Canelones,UY-CA,URUUYCA,588959,0.86,0.15
19/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.57,0.64
19/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
19/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
19/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
19/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
19/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
19/07/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
19/07/2020,Montevideo,UY-MO,URUUYMO,1381946,7.29,0.53
19/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
19/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
19/07/2020,Rivera,UY-RV,URUUYRV,108569,0,0
19/07/2020,Rocha,UY-RO,URUUYRO,74079,0.29,0.39
19/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
19/07/2020,San José,UY-SJ,URUUYSJ,116479,0,0
19/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
19/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
19/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.43,0.85
20/07/2020,Artigas,UY-AR,URUUYAR,74570,0.14,0.19
20/07/2020,Canelones,UY-CA,URUUYCA,588959,1.29,0.22
20/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.57,0.64
20/07/2020,Colonia,UY-CO,URUUYCO,130444,0,0
20/07/2020,Durazno,UY-DU,URUUYDU,58990,0,0
20/07/2020,Flores,UY-FS,URUUYFS,26500,0,0
20/07/2020,Florida,UY-FD,URUUYFD,69318,0,0
20/07/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
20/07/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
20/07/2020,Montevideo,UY-MO,URUUYMO,1381946,7.86,0.57
20/07/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
20/07/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
20/07/2020,Rivera,UY-RV,URUUYRV,108569,0.14,0.13
20/07/2020,Rocha,UY-RO,URUUYRO,74079,0.29,0.39
20/07/2020,Salto,UY-SA,URUUYSA,132788,0,0
20/07/2020,San José,UY-SJ,URUUYSJ,116479,0.14,0.12
20/07/2020,Soriano,UY-SO,URUUYSO,89930,0,0
20/07/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
20/07/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.43,0.85
21/07/2020,Artigas,UY-AR,URUUYAR,74570,0.29,0.38
21/07/2020,Canelones,UY-CA,URUUYCA,588959,1.86,0.32
21/07/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.57,0.64
